days_since_last_offense,speed_recorded,zone_type,weather_conditions,cumulative_active_demerit_points,past_fine_payment_delays_days,reoffended_within_180_days
184,87.4,highway,night,18,4.02,1
197,92.26,highway,night,12,9.23,1
358,45.84,urban,rain,13,10.9,1
104,61.55,urban,clear,29,12.48,1
126,102.76,highway,fog,4,18.56,0
328,83.74,urban,clear,27,12.2,1
141,39.72,residential,fog,13,9.04,0
86,98.77,urban,clear,18,1.86,1
205,67.12,highway,rain,20,0.45,0
119,106.23,residential,clear,2,9.88,0
326,76.24,highway,clear,4,2.46,0
332,82.09,highway,clear,4,27.02,0
111,101.58,highway,clear,24,1.24,0
193,60.05,urban,clear,2,8.78,0
360,58.14,highway,clear,18,5.72,0
271,74.07,residential,clear,3,1.39,0
78,94.54,residential,rain,23,5.7,1
216,51.38,urban,clear,30,2.73,1
226,44.64,urban,fog,12,4.66,0
239,94.47,school_zone,clear,6,4.71,0
9,65.94,highway,rain,13,2.76,0
109,70.16,urban,clear,21,3.75,1
312,40.86,urban,clear,22,2.54,0
88,64.42,urban,rain,19,0.89,0
109,77.85,highway,rain,18,5.36,1
118,96.61,urban,clear,19,12.15,1
64,62.58,urban,clear,6,2.67,0
56,111.15,urban,clear,6,16.28,0
127,64.31,residential,clear,28,18.51,1
319,64.34,urban,clear,17,3.5,1
0,108.75,urban,rain,26,4.18,1
103,82.23,highway,clear,19,3.56,0
22,66.96,urban,fog,14,1.89,0
205,74.9,residential,clear,17,4.2,1
91,105.06,residential,clear,21,3.84,0
289,107.32,urban,clear,5,5.29,0
214,61.66,urban,clear,14,5.5,1
286,77.15,urban,clear,22,1.76,1
232,79.8,urban,fog,2,7.6,0
160,58.28,urban,fog,2,4.16,0
315,76.89,urban,clear,4,2.08,0
174,78.11,urban,clear,18,4.09,0
347,100.8,highway,fog,7,5.66,0
364,102.15,urban,clear,13,13.68,0
215,71.42,urban,clear,4,12.25,0
246,73.72,highway,fog,7,3.27,0
93,91.29,urban,clear,0,4.38,0
298,66.3,urban,clear,25,2.48,0
245,89.77,urban,clear,14,6.34,0
330,76.24,urban,rain,5,3.42,0
97,58.61,urban,clear,16,4.27,1
288,58.86,school_zone,rain,28,10.12,0
172,106.94,residential,clear,25,1.75,1
67,74.87,urban,clear,27,12.27,1
62,110.81,urban,clear,12,6.79,1
205,67.73,school_zone,fog,11,11.89,0
116,83.82,highway,clear,9,8.43,0
37,125.85,urban,rain,9,9.51,0
156,56.85,urban,clear,28,5.1,0
238,40.04,urban,clear,4,2.04,0
116,103.73,highway,clear,26,3.07,0
349,61.46,urban,clear,28,2.6,0
285,77.59,urban,clear,26,0.68,1
187,66.28,urban,fog,19,10.1,0
342,83.36,urban,night,26,4.67,0
158,58.99,highway,fog,0,2.43,1
51,74.4,highway,rain,25,18.04,0
13,87.0,highway,clear,15,23.24,1
343,57.83,urban,rain,29,1.55,0
351,64.0,urban,clear,2,4.2,0
270,71.05,school_zone,fog,28,3.99,1
37,49.42,highway,fog,17,2.27,1
107,69.55,urban,clear,3,9.94,0
15,80.38,urban,night,15,0.69,1
18,70.01,school_zone,fog,1,15.07,0
90,72.57,school_zone,clear,2,5.26,1
209,77.6,residential,night,16,17.07,0
23,64.89,highway,clear,25,4.93,1
360,91.82,urban,clear,3,3.98,0
166,106.72,urban,clear,8,10.49,0
96,68.71,urban,rain,12,16.99,0
188,87.7,highway,clear,16,15.2,0
289,73.21,highway,night,0,1.06,0
114,85.31,urban,clear,19,12.63,1
17,109.32,residential,clear,15,3.82,0
18,88.17,urban,rain,29,4.55,0
311,42.53,urban,clear,9,3.76,0
40,87.08,urban,rain,15,3.07,1
232,102.66,residential,clear,2,4.23,0
140,73.57,residential,night,28,2.19,0
284,97.91,highway,rain,25,12.68,0
22,64.2,residential,clear,11,8.34,1
328,48.29,residential,clear,14,6.01,1
255,80.82,school_zone,clear,26,3.76,0
164,42.87,residential,night,9,3.24,0
75,73.2,urban,rain,7,6.99,1
357,103.74,school_zone,clear,7,6.16,0
110,39.8,highway,clear,21,10.99,0
179,52.41,school_zone,fog,6,3.29,0
144,57.36,urban,clear,2,3.03,1
84,76.73,school_zone,rain,5,8.1,1
152,70.69,residential,fog,30,9.33,1
55,105.98,urban,clear,27,22.1,1
0,97.09,residential,clear,29,1.0,1
106,87.91,urban,clear,8,13.16,0
41,80.91,urban,clear,13,5.64,0
151,85.86,urban,night,15,3.44,1
315,60.76,school_zone,rain,16,7.06,0
59,95.14,highway,fog,0,6.88,1
0,55.76,urban,clear,18,3.53,1
40,94.71,highway,clear,1,1.08,0
185,101.72,urban,rain,8,13.19,0
100,82.22,urban,clear,9,2.82,1
179,74.48,residential,clear,20,2.46,1
10,86.01,highway,clear,27,3.05,1
121,20.77,school_zone,rain,21,9.01,1
150,84.05,highway,rain,13,3.88,0
157,75.73,residential,clear,16,3.1,1
201,76.99,urban,fog,15,6.72,0
285,92.13,urban,clear,4,6.05,0
171,76.5,urban,clear,29,3.16,1
307,55.2,highway,clear,28,1.06,0
193,75.17,highway,fog,7,8.87,1
95,79.35,school_zone,clear,3,6.13,0
83,80.3,urban,clear,5,0.73,0
118,81.24,urban,clear,19,14.47,1
218,98.79,highway,rain,0,0.69,0
88,56.28,residential,fog,3,2.63,0
334,81.51,urban,clear,20,2.78,0
175,103.8,urban,night,4,3.19,0
315,43.31,urban,clear,2,3.11,0
250,81.59,urban,clear,0,1.69,0
122,66.29,urban,rain,21,5.71,0
83,70.59,urban,rain,11,9.92,0
272,59.9,highway,clear,8,5.65,0
121,74.61,urban,rain,19,6.38,0
90,114.83,urban,clear,5,3.95,0
340,52.71,urban,rain,16,5.49,0
176,54.61,residential,rain,14,6.73,1
17,51.96,urban,night,20,8.35,1
181,112.55,urban,clear,19,2.9,0
168,68.75,urban,rain,20,2.6,0
316,77.49,highway,rain,6,0.46,1
260,69.94,residential,clear,4,17.3,1
70,59.11,urban,clear,16,16.59,1
55,73.3,urban,night,1,4.81,0
220,127.16,urban,clear,14,5.02,0
17,105.84,highway,fog,19,13.78,1
116,60.94,residential,clear,25,1.74,1
50,90.95,urban,fog,20,2.37,0
7,61.37,urban,clear,30,14.36,1
336,42.47,school_zone,night,17,3.92,1
32,98.39,school_zone,rain,13,2.09,0
3,101.2,urban,clear,7,7.02,0
341,98.92,urban,rain,20,2.92,1
68,68.6,urban,rain,25,12.74,1
298,74.66,school_zone,clear,9,5.46,1
11,93.0,highway,clear,2,3.02,1
56,85.83,highway,rain,0,3.16,0
40,70.13,school_zone,rain,19,6.78,1
258,45.62,urban,clear,20,4.3,0
226,80.28,urban,fog,3,3.87,1
174,99.58,urban,clear,0,8.57,0
88,54.05,residential,clear,20,13.91,1
32,90.78,highway,rain,12,7.75,1
208,84.63,urban,clear,12,2.73,0
84,93.0,urban,clear,8,1.97,0
216,95.44,school_zone,clear,22,8.23,0
251,64.11,school_zone,clear,23,7.74,1
310,45.66,highway,clear,1,3.65,0
180,67.33,urban,rain,2,4.37,0
1,95.78,residential,clear,17,2.86,1
102,67.16,school_zone,fog,18,2.02,1
312,64.12,highway,rain,4,3.07,1
195,41.57,highway,clear,4,0.32,1
226,113.05,residential,clear,21,11.17,0
167,94.51,residential,fog,14,1.47,0
59,93.4,highway,clear,3,4.89,0
328,97.35,urban,clear,18,0.56,1
282,89.53,urban,fog,2,7.56,1
364,73.11,school_zone,rain,7,9.21,0
313,74.72,highway,rain,22,5.23,1
106,69.45,urban,clear,6,4.67,0
93,130.69,urban,clear,1,2.85,0
90,89.12,residential,clear,29,10.98,0
336,68.72,residential,rain,6,1.17,1
203,87.31,residential,clear,15,3.46,1
166,57.78,urban,clear,25,2.58,1
354,108.09,school_zone,clear,30,2.5,1
220,64.78,school_zone,rain,25,10.79,0
332,88.02,urban,rain,10,4.45,0
360,99.32,urban,clear,26,2.83,0
29,85.7,residential,clear,0,6.28,0
132,79.89,urban,clear,10,5.91,0
268,78.22,highway,clear,6,9.1,0
297,76.87,highway,clear,16,6.78,1
54,66.47,highway,clear,27,4.61,1
116,69.01,urban,rain,23,4.86,1
200,107.59,school_zone,fog,30,6.57,1
292,75.83,urban,night,4,2.24,0
41,62.28,school_zone,night,23,5.82,1
219,67.67,urban,clear,22,13.7,1
108,100.01,highway,clear,14,5.23,0
79,91.51,school_zone,clear,3,3.73,0
188,89.21,urban,rain,3,3.69,0
151,72.85,urban,clear,28,6.38,1
232,89.47,school_zone,clear,9,5.58,0
116,65.13,urban,clear,19,7.81,0
301,72.81,urban,clear,29,2.99,1
28,97.4,highway,rain,15,4.26,1
315,95.49,residential,rain,6,8.74,0
10,58.36,highway,clear,15,9.22,1
269,60.89,urban,night,7,9.27,0
126,80.17,residential,clear,5,8.11,0
140,112.52,highway,clear,25,8.3,1
6,39.69,urban,clear,10,5.81,1
256,83.57,urban,rain,21,1.42,0
60,50.48,urban,rain,22,1.56,0
241,65.31,urban,clear,17,5.16,0
265,70.71,highway,night,16,5.33,1
309,69.59,urban,clear,5,2.45,0
259,67.32,highway,clear,16,2.59,0
110,78.14,urban,rain,23,4.59,0
270,67.29,urban,night,6,19.0,0
302,48.75,urban,rain,7,2.07,1
116,93.6,highway,night,21,3.58,0
45,93.06,school_zone,clear,30,9.09,0
325,94.86,urban,rain,12,7.98,0
54,47.19,urban,fog,25,6.14,0
217,83.98,urban,clear,5,0.85,0
86,91.52,school_zone,clear,17,4.07,0
46,57.38,urban,night,29,15.7,1
284,78.18,school_zone,clear,13,2.51,1
52,75.67,urban,clear,15,2.43,0
245,114.84,urban,fog,4,13.3,0
253,116.49,school_zone,night,16,4.58,0
22,44.71,highway,night,18,0.93,0
63,127.88,urban,fog,30,1.84,0
290,59.7,residential,clear,6,3.06,0
185,97.61,urban,night,11,5.93,0
44,97.41,urban,clear,20,4.2,0
362,58.09,urban,rain,29,2.33,0
96,87.87,highway,clear,7,4.24,1
1,75.85,school_zone,fog,21,2.51,1
338,89.09,urban,rain,27,16.31,1
6,82.61,residential,fog,19,1.75,0
202,101.93,highway,clear,13,3.39,0
363,79.51,residential,clear,7,3.0,1
211,74.64,school_zone,clear,8,3.04,1
213,99.92,residential,clear,1,1.94,0
142,89.61,highway,rain,4,12.62,0
46,92.64,urban,clear,13,19.97,1
209,64.71,urban,rain,4,6.47,0
328,57.09,highway,clear,0,6.06,1
33,66.65,urban,clear,21,1.13,1
322,65.58,school_zone,rain,2,12.41,0
151,93.72,urban,clear,4,2.51,0
196,97.52,school_zone,clear,18,1.0,1
60,74.9,urban,clear,28,7.33,0
227,106.62,residential,clear,22,10.24,1
66,105.37,urban,rain,1,12.33,0
99,82.87,urban,clear,5,3.42,0
264,61.56,school_zone,clear,22,3.1,0
18,109.51,school_zone,rain,22,5.71,1
163,76.78,school_zone,clear,12,4.2,1
217,80.52,residential,rain,29,7.43,1
48,71.21,urban,clear,27,5.75,1
107,60.2,school_zone,night,23,2.33,0
125,48.63,urban,clear,23,12.6,0
242,90.66,highway,clear,24,7.47,1
357,62.33,urban,night,4,10.08,0
306,139.19,urban,rain,21,2.37,0
69,56.28,highway,rain,29,7.31,1
6,52.85,school_zone,fog,6,8.79,0
18,88.2,urban,clear,0,5.59,1
218,108.59,residential,fog,11,1.92,1
57,79.29,highway,rain,8,5.2,0
84,89.44,urban,clear,29,8.21,1
310,41.13,highway,clear,13,10.55,1
319,64.45,urban,clear,20,1.23,0
307,56.53,urban,night,30,5.51,1
92,40.1,highway,clear,24,1.53,1
226,80.34,urban,clear,23,8.29,0
223,33.14,urban,rain,30,9.84,0
67,51.56,school_zone,rain,21,2.18,0
202,67.26,urban,clear,7,1.83,0
192,61.37,school_zone,fog,22,2.98,1
144,85.93,school_zone,clear,9,4.32,1
275,84.11,urban,fog,10,2.66,0
248,95.88,highway,clear,19,8.81,0
194,93.05,urban,clear,9,10.59,1
265,100.82,highway,rain,0,5.34,0
279,77.96,urban,clear,30,2.74,0
207,84.07,residential,clear,17,4.2,1
97,88.23,urban,clear,20,5.33,1
277,80.83,highway,fog,25,4.06,0
262,70.06,urban,fog,19,4.61,1
359,71.35,urban,fog,18,10.02,0
54,61.65,highway,night,24,2.59,1
153,86.43,highway,night,9,17.2,0
338,76.12,residential,clear,25,5.45,1
188,64.74,urban,clear,22,3.89,1
344,64.76,urban,fog,5,2.53,0
4,53.79,urban,night,4,2.72,1
12,97.58,urban,night,27,4.96,1
291,79.57,residential,fog,27,5.43,0
131,60.74,residential,clear,30,3.78,1
190,94.17,residential,night,3,1.52,0
156,66.79,urban,night,27,4.97,1
149,49.87,urban,rain,26,2.77,0
343,98.42,school_zone,fog,23,0.92,1
34,67.26,urban,rain,15,7.64,0
282,69.82,highway,night,15,1.08,1
325,78.82,urban,clear,13,3.65,0
240,100.85,urban,fog,0,4.52,0
144,78.4,residential,clear,15,11.57,0
58,54.02,urban,clear,7,0.98,0
249,88.88,residential,clear,6,8.22,1
171,68.3,urban,clear,1,9.13,0
54,115.76,urban,clear,14,13.95,1
131,77.98,urban,night,1,10.34,0
351,33.3,urban,rain,26,4.63,1
97,85.15,highway,fog,27,8.48,1
65,116.89,urban,clear,24,11.95,1
249,109.52,highway,clear,9,0.73,0
73,114.62,residential,fog,5,1.5,0
336,57.6,urban,rain,15,5.84,0
314,96.24,urban,clear,20,9.06,1
359,63.56,urban,fog,0,7.45,0
334,82.49,school_zone,fog,26,6.23,0
89,52.54,highway,rain,13,13.82,1
77,65.11,urban,night,25,3.77,1
125,64.48,highway,rain,2,2.67,0
171,95.97,highway,rain,13,3.22,0
322,94.01,urban,clear,14,5.93,0
268,83.54,urban,clear,1,4.5,0
235,50.99,residential,clear,21,9.41,1
321,71.77,urban,fog,28,2.8,1
236,63.08,urban,rain,16,6.5,1
138,95.39,urban,clear,12,8.5,1
151,101.56,highway,rain,19,11.94,0
189,99.13,urban,clear,11,1.77,0
32,62.9,urban,clear,11,3.17,0
271,23.21,urban,night,23,4.25,0
238,42.66,highway,clear,18,1.31,1
267,106.43,urban,clear,8,6.19,0
195,69.97,residential,clear,12,6.12,0
286,62.99,urban,clear,25,5.75,0
347,110.85,urban,rain,16,4.05,0
208,103.3,residential,night,2,11.07,0
162,78.49,school_zone,rain,26,3.23,0
38,72.13,urban,rain,22,10.39,1
284,75.36,school_zone,clear,8,3.18,1
330,82.54,highway,rain,29,1.73,0
256,110.0,urban,clear,29,4.66,0
316,86.45,school_zone,clear,30,5.34,0
315,92.52,school_zone,fog,11,6.57,0
292,101.39,urban,clear,28,0.49,0
184,54.61,highway,clear,24,3.72,0
36,93.1,urban,clear,26,16.39,0
1,72.11,urban,fog,16,2.99,0
74,27.68,residential,clear,8,9.15,0
157,35.44,highway,clear,7,27.44,0
272,57.64,highway,fog,29,18.39,1
166,88.62,highway,clear,15,1.98,1
8,80.28,highway,night,28,8.62,0
76,81.69,urban,clear,17,9.0,0
358,117.02,residential,rain,16,7.68,1
361,52.62,highway,night,2,1.69,0
138,77.45,highway,clear,12,5.71,0
294,84.09,highway,rain,17,5.68,0
263,63.27,urban,clear,3,1.47,0
340,78.57,urban,fog,5,3.89,0
324,46.0,urban,night,18,5.9,0
230,106.2,urban,rain,7,4.56,1
144,64.37,highway,night,21,8.08,0
229,118.63,residential,rain,14,3.81,0
116,77.35,urban,rain,12,5.29,1
127,98.56,urban,clear,3,9.55,0
222,76.93,highway,rain,12,15.12,1
209,77.39,urban,fog,16,1.66,0
212,66.32,residential,rain,17,7.87,0
140,80.38,urban,clear,8,3.33,0
149,84.36,urban,clear,0,6.63,0
3,62.31,urban,fog,28,1.54,0
220,75.5,residential,night,29,11.23,0
210,65.8,urban,clear,28,2.52,0
342,123.99,highway,clear,8,9.67,0
184,76.21,urban,clear,18,1.74,1
171,108.9,urban,clear,4,1.24,0
24,74.09,residential,night,28,4.13,1
72,83.19,urban,clear,0,5.75,1
123,51.57,urban,clear,14,19.49,0
138,69.06,highway,clear,26,5.65,0
132,82.21,residential,clear,22,1.98,0
144,109.72,urban,night,26,8.61,1
281,82.44,urban,clear,15,12.51,0
47,105.67,residential,clear,2,2.4,0
121,90.81,highway,clear,0,9.43,0
59,110.55,residential,night,4,11.46,1
112,76.82,school_zone,night,1,8.76,0
250,125.8,highway,clear,13,2.86,0
17,68.29,urban,rain,1,5.8,0
124,62.67,urban,clear,5,6.63,1
8,53.8,school_zone,rain,13,11.01,1
349,124.62,school_zone,clear,22,3.02,1
266,94.39,residential,fog,20,9.59,1
89,71.32,highway,night,1,4.43,1
72,102.98,urban,clear,28,3.72,1
36,91.75,highway,clear,17,5.14,1
173,117.32,highway,clear,10,0.38,1
275,47.04,urban,clear,11,0.58,1
213,72.69,school_zone,clear,26,0.8,1
322,68.75,highway,clear,14,6.84,0
125,38.53,urban,night,7,4.06,0
101,99.21,highway,clear,13,2.87,1
174,72.59,highway,fog,2,4.8,0
73,92.79,residential,clear,4,9.75,1
357,125.2,urban,clear,9,4.63,0
67,70.94,highway,clear,6,1.93,0
175,69.58,highway,night,10,21.55,1
191,80.37,highway,clear,2,4.99,0
20,97.74,urban,clear,18,11.53,1
171,66.67,residential,rain,3,8.81,0
166,65.38,residential,rain,6,3.52,0
94,99.14,highway,rain,30,14.98,1
46,85.57,highway,clear,0,3.07,1
16,37.11,urban,clear,8,6.75,1
3,53.49,highway,fog,15,6.12,0
176,108.02,urban,rain,9,6.54,0
32,86.04,school_zone,rain,9,13.32,0
351,62.76,urban,clear,3,5.09,0
89,74.59,school_zone,clear,13,5.84,1
238,78.26,urban,night,23,6.06,0
246,92.71,highway,rain,18,18.95,0
181,50.83,highway,clear,28,10.94,1
323,61.18,urban,night,21,1.18,0
40,83.46,urban,rain,24,3.17,0
85,76.0,school_zone,clear,13,5.36,0
92,89.44,highway,clear,18,13.14,1
49,53.41,urban,rain,17,14.0,0
107,85.14,urban,clear,25,4.86,1
114,99.83,urban,rain,15,3.08,0
279,87.74,highway,rain,12,4.35,1
110,80.78,highway,clear,2,5.51,1
320,76.08,urban,night,26,4.12,0
282,61.3,highway,clear,13,11.73,0
330,76.56,school_zone,clear,24,3.81,0
38,103.19,school_zone,rain,21,2.42,1
360,75.62,urban,rain,0,4.28,0
224,60.2,urban,clear,20,6.35,1
359,68.16,urban,rain,15,11.87,0
129,82.02,urban,night,7,2.26,0
348,70.53,urban,fog,8,6.38,0
215,87.71,urban,fog,19,6.52,0
26,88.46,urban,clear,2,7.42,1
150,95.78,highway,clear,18,3.8,1
50,106.47,urban,rain,26,7.33,1
344,97.92,school_zone,clear,2,8.66,0
111,59.32,urban,fog,0,3.77,1
81,59.93,highway,clear,1,5.84,0
202,76.48,urban,clear,22,4.48,1
155,68.98,school_zone,clear,26,2.72,1
35,55.23,school_zone,clear,30,1.58,1
298,69.17,urban,clear,0,3.07,0
309,68.51,highway,rain,14,3.25,0
271,64.56,urban,rain,1,1.55,0
225,71.68,highway,clear,11,6.99,0
147,101.57,urban,clear,9,9.09,0
198,81.98,urban,fog,18,4.39,0
190,127.44,urban,clear,28,4.91,0
60,81.41,residential,clear,24,3.43,0
29,72.2,urban,clear,1,4.7,0
92,78.08,highway,rain,7,7.37,0
166,83.13,urban,fog,8,6.39,1
58,86.71,urban,rain,7,4.68,0
39,119.53,urban,night,10,3.25,0
311,61.09,residential,fog,18,8.57,0
137,95.18,school_zone,clear,22,3.53,0
213,82.16,urban,clear,29,1.67,1
191,46.58,school_zone,clear,21,5.58,1
269,93.41,urban,clear,9,0.96,0
270,103.35,urban,rain,5,6.2,0
108,60.86,highway,clear,11,6.53,0
310,77.82,urban,clear,24,3.04,1
135,43.49,urban,clear,30,3.41,1
305,52.82,highway,rain,12,9.43,0
148,98.96,urban,rain,5,17.76,0
40,68.67,residential,night,0,5.11,0
278,55.82,highway,clear,2,3.09,0
11,82.59,school_zone,clear,19,6.57,1
282,67.55,highway,night,18,4.54,1
15,68.58,residential,rain,19,6.26,0
75,92.79,urban,rain,0,5.59,0
220,54.77,highway,clear,13,5.7,1
344,59.89,highway,clear,5,0.65,0
149,81.08,residential,fog,10,3.4,0
44,97.39,urban,rain,19,3.14,0
85,102.76,highway,rain,8,3.11,1
327,64.7,school_zone,clear,20,7.77,0
265,96.75,urban,clear,8,1.82,0
36,62.32,residential,clear,15,0.66,1
140,114.52,urban,fog,14,3.05,1
96,55.32,urban,clear,11,2.55,1
65,104.57,highway,clear,3,5.14,0
309,64.87,urban,clear,17,2.53,1
226,118.26,urban,night,30,4.04,0
65,89.83,urban,clear,19,3.6,1
238,57.68,urban,clear,23,11.47,1
151,67.56,school_zone,rain,24,2.59,0
22,93.62,residential,fog,1,7.45,0
164,99.05,highway,rain,24,4.65,1
67,76.59,urban,fog,7,9.57,1
89,78.89,highway,clear,20,13.85,0
321,93.17,residential,night,30,4.6,1
259,80.64,school_zone,night,27,1.0,0
49,52.13,urban,clear,12,1.83,1
311,61.74,urban,rain,25,1.45,1
210,82.7,residential,clear,19,3.42,0
320,102.31,residential,clear,4,2.99,0
273,110.32,urban,clear,7,5.8,1
124,93.59,school_zone,clear,29,9.07,1
195,83.75,urban,night,28,0.89,1
194,92.98,urban,clear,27,4.92,1
263,64.66,school_zone,rain,11,2.65,0
90,74.94,highway,clear,9,5.05,1
121,61.52,urban,clear,24,3.43,1
89,53.03,residential,clear,0,8.04,1
108,84.67,school_zone,clear,27,1.95,1
59,81.71,urban,rain,18,2.8,0
13,91.75,highway,night,19,4.36,1
344,88.92,school_zone,clear,13,3.72,0
27,82.85,highway,night,30,4.34,0
325,89.13,residential,rain,23,1.13,1
1,77.15,highway,rain,1,12.48,0
284,86.26,urban,clear,16,3.22,0
120,63.48,urban,clear,26,2.07,0
189,85.39,school_zone,fog,2,4.43,1
103,91.37,residential,rain,22,4.95,1
179,64.61,urban,clear,7,16.17,1
165,79.04,urban,fog,15,10.08,0
193,65.53,school_zone,clear,27,3.66,0
143,67.47,urban,fog,15,14.32,1
196,55.5,urban,clear,1,12.5,0
302,103.32,residential,night,0,2.09,1
159,99.31,school_zone,clear,22,18.65,1
132,88.75,residential,clear,28,3.27,0
48,117.44,highway,rain,9,5.4,1
131,74.22,urban,clear,28,11.23,1
45,138.64,residential,night,14,0.89,0
66,73.45,urban,rain,1,4.34,1
348,83.1,urban,clear,16,6.03,0
32,70.04,residential,clear,30,9.82,1
176,85.45,highway,night,7,4.78,0
305,94.71,residential,rain,29,0.91,0
348,75.72,urban,fog,20,16.09,0
53,113.53,residential,clear,12,4.91,1
59,82.78,highway,night,21,6.2,1
136,83.41,highway,clear,12,1.26,1
202,59.82,residential,rain,2,12.13,1
351,86.37,urban,clear,26,3.3,1
76,75.32,school_zone,clear,11,2.66,0
60,65.84,highway,night,17,10.36,1
92,62.47,school_zone,night,23,1.41,1
320,131.44,residential,clear,2,6.26,1
10,72.73,highway,night,22,2.59,1
139,48.86,urban,clear,11,6.81,1
43,64.04,urban,clear,16,8.12,1
57,76.97,residential,clear,14,3.21,1
335,88.93,residential,clear,24,11.66,0
0,89.1,residential,clear,5,4.91,1
117,91.53,urban,clear,3,16.24,1
335,65.1,urban,clear,12,10.44,1
222,84.81,school_zone,rain,3,5.34,0
26,60.48,school_zone,fog,7,5.31,1
170,65.61,urban,rain,20,1.55,1
355,59.65,highway,clear,25,10.35,0
146,54.23,urban,fog,21,2.96,1
193,99.28,highway,clear,9,5.77,1
194,91.77,urban,fog,25,16.15,0
241,97.53,urban,rain,12,11.51,0
68,78.79,urban,clear,5,2.22,0
307,93.54,residential,clear,23,4.93,1
361,42.77,school_zone,fog,16,6.21,0
52,95.26,residential,night,11,12.47,0
299,81.54,highway,rain,20,11.25,1
298,90.54,urban,night,22,7.4,0
271,85.6,urban,night,6,6.91,0
135,58.26,highway,clear,3,4.87,0
171,48.04,urban,rain,16,6.08,0
307,63.76,school_zone,clear,1,4.03,0
55,89.3,school_zone,clear,19,8.66,0
303,91.8,residential,clear,13,7.17,1
336,50.64,urban,night,6,10.09,0
249,58.38,highway,rain,18,9.9,1
124,63.54,urban,clear,11,2.95,0
204,70.85,urban,clear,12,0.48,1
18,50.76,school_zone,clear,6,2.76,0
341,49.56,highway,rain,20,6.04,0
125,61.56,school_zone,night,27,4.04,1
20,79.73,urban,clear,19,3.91,1
290,54.39,residential,clear,7,2.62,1
240,75.68,residential,rain,25,6.67,0
227,99.17,highway,clear,3,0.93,0
19,51.96,residential,clear,8,7.36,1
274,73.87,urban,clear,1,7.45,0
233,98.5,school_zone,clear,26,9.94,1
290,69.63,residential,clear,1,29.19,0
302,66.53,school_zone,night,16,0.41,0
77,101.27,school_zone,clear,5,7.22,1
77,71.88,highway,clear,6,8.25,0
338,100.09,school_zone,rain,18,2.77,0
194,86.58,highway,night,24,4.26,1
160,71.14,urban,clear,0,3.34,1
105,87.59,urban,clear,4,7.55,1
233,84.41,school_zone,rain,8,10.69,0
275,98.42,highway,clear,29,1.76,0
0,67.03,highway,rain,1,6.73,0
202,78.82,residential,clear,5,12.22,0
363,76.77,highway,clear,12,2.94,1
102,92.08,urban,clear,10,2.36,1
102,57.5,urban,rain,1,2.12,0
321,98.34,highway,clear,16,2.47,1
22,87.33,school_zone,clear,18,15.96,0
145,51.66,highway,clear,5,18.44,1
167,102.17,highway,fog,21,13.29,0
292,122.68,school_zone,clear,1,3.97,0
47,98.04,school_zone,rain,22,13.63,0
158,106.54,school_zone,rain,8,2.01,0
55,79.71,urban,clear,6,8.81,0
288,44.77,school_zone,night,6,3.16,0
231,41.12,highway,fog,26,1.78,0
181,83.1,urban,clear,15,6.59,0
143,66.16,highway,clear,21,6.7,1
56,59.71,school_zone,clear,6,7.18,1
337,76.75,highway,clear,1,7.78,0
237,90.31,school_zone,clear,1,6.35,0
116,48.94,urban,night,13,4.59,0
151,69.02,urban,fog,10,5.26,1
265,108.2,urban,clear,23,8.9,1
263,56.49,urban,clear,24,6.18,0
168,95.4,highway,clear,9,3.46,0
110,68.31,school_zone,clear,13,2.73,1
241,88.92,school_zone,clear,11,5.22,1
240,99.95,urban,night,20,12.18,1
219,92.83,urban,fog,19,7.86,0
26,96.18,urban,clear,20,12.62,0
173,54.97,highway,rain,1,3.92,1
224,100.27,urban,rain,10,5.84,0
347,60.95,highway,fog,29,6.5,0
192,83.19,school_zone,clear,10,9.18,1
125,83.16,highway,clear,5,3.92,0
203,87.7,urban,rain,6,7.85,0
64,84.74,urban,clear,0,11.72,0
33,61.12,highway,rain,24,4.78,1
248,51.0,highway,clear,0,2.44,0
360,95.45,urban,rain,18,11.99,0
309,81.72,residential,fog,12,8.36,0
213,100.99,highway,clear,2,1.41,1
14,77.11,highway,clear,27,4.87,1
361,49.9,urban,rain,23,16.6,0
164,97.32,urban,clear,25,7.41,1
106,70.59,urban,rain,29,5.22,1
326,84.84,urban,rain,28,2.17,1
273,65.05,highway,clear,21,2.17,1
274,110.89,highway,fog,16,8.79,1
101,60.47,residential,clear,21,2.35,0
363,71.25,residential,rain,13,6.54,0
165,80.15,urban,clear,5,4.77,1
194,56.16,urban,clear,11,6.26,0
274,84.61,school_zone,clear,14,4.46,0
241,110.24,residential,night,1,7.17,0
63,68.19,residential,fog,26,9.9,1
110,85.9,urban,fog,28,4.52,0
132,23.01,urban,clear,13,9.31,1
346,77.22,urban,clear,15,12.99,0
261,71.74,school_zone,fog,26,6.5,1
134,61.63,highway,rain,14,8.64,1
268,99.63,highway,clear,21,1.78,1
270,71.48,highway,fog,15,4.59,0
144,74.45,urban,clear,8,1.25,0
147,70.46,highway,clear,24,3.4,1
327,39.66,urban,night,5,4.64,0
205,55.36,highway,clear,6,17.55,1
54,97.22,school_zone,clear,21,2.76,1
263,35.8,highway,rain,22,5.04,0
215,62.67,urban,night,29,2.35,1
186,70.01,school_zone,clear,22,4.34,0
265,112.87,school_zone,fog,0,7.25,0
331,93.37,urban,clear,26,8.09,1
